User_ID,Gender,Age,Height,Weight,Duration,Heart_Rate,Body_Temp,Calories
10079907,male,32,193,96,18,101,40.3,102
10080947,female,53,172,70,25,102,40.6,150
10081258,male,63,184,91,18,98,40.6,119
10082523,male,74,205,112,6,83,39,32
10082589,male,57,177,79,29,117,40.7,259
10082743,female,54,159,63,8,84,39.7,34
10083227,female,66,162,66,24,99,40.7,143
10083493,female,73,154,57,10,90,39.9,53
10083928,male,63,178,76,6,87,39.1,28
10084261,male,62,176,84,11,95,40.1,66
10085980,female,43,158,60,17,99,40.4,96
10088727,female,21,181,68,6,86,39.2,23
10088974,female,44,154,62,18,96,40.4,96
10089643,female,34,169,67,8,76,39.5,23
10091123,male,61,183,87,29,108,40.6,230
10091465,male,26,177,78,23,104,40.3,125
10092048,male,34,183,84,16,90,40,62
10093132,female,21,171,68,19,97,40.1,94
10094392,male,45,179,78,24,114,40.6,189
10096522,female,56,165,70,18,98,40.4,101
10097220,male,40,167,66,6,87,39.1,20
10097954,female,69,172,69,11,95,39.7,61
10098080,male,25,175,78,28,108,40.9,168
10099232,male,21,186,88,24,102,40.7,123
10099348,male,60,187,88,29,108,40.8,229
10100047,female,25,159,59,21,96,40.9,105
10100197,female,36,176,74,23,108,40.8,145
10100218,female,57,170,72,26,103,40.3,160
10100604,female,66,145,49,18,104,40.2,121
10101371,female,21,171,68,9,81,39.7,29
10101706,female,70,189,86,28,101,40.6,167
10102192,male,22,180,79,21,95,40.6,82
10104386,female,52,179,76,9,90,39.8,42
10106140,female,50,162,59,14,99,40.3,81
10106359,female,71,146,51,17,99,40.1,106
10106650,female,51,160,63,2,82,38.3,8
10106805,female,22,159,58,9,87,39.4,36
10107692,female,27,160,64,14,98,39.8,73
10108209,female,61,147,56,18,98,40.2,106
10108884,female,62,145,50,3,82,38.6,13
10109177,female,63,160,61,10,89,40.1,49
10109322,male,39,198,105,23,102,40.7,146
10110611,female,31,153,54,4,86,39.1,16
10111843,female,47,173,74,10,97,39.8,53
10114498,male,58,189,96,27,107,40.8,212
10114943,female,41,154,58,6,91,39.2,29
10115284,male,44,196,95,3,83,38.8,11
10116277,male,48,177,86,27,114,41,221
10117681,male,79,176,82,30,109,40.8,265
10117815,male,30,186,86,27,108,41.1,173
10118920,male,48,159,60,21,98,40.6,110
10119080,female,64,156,51,5,82,39.1,22
10119545,female,33,158,61,21,107,40.8,132
10120578,female,23,170,66,12,86,40.3,46
10121024,male,56,184,85,26,107,40.9,195
10121211,female,52,165,65,23,106,40.6,149
10121663,female,48,146,46,7,88,39.5,33
10121927,male,23,180,85,2,85,37.8,5
10122039,female,22,153,57,1,81,38,3
10123661,male,28,187,85,23,92,40.2,89
10125029,male,73,188,93,29,111,40.9,264
10126210,female,78,187,84,4,84,39,17
10126377,male,23,180,82,17,98,40.2,76
10126521,male,59,182,86,3,81,38.6,11
10126548,male,79,175,83,14,93,40.2,90
10128705,female,27,175,71,22,99,40.8,115
10129283,female,63,161,61,11,91,40.4,56
10129534,male,23,177,85,22,113,40.7,150
10129910,male,42,179,81,8,82,39.7,24
10130636,female,38,161,64,24,101,40.3,137
10131251,female,51,163,59,24,107,40.4,160
10131926,male,21,187,84,27,97,40.8,116
10131998,female,56,162,63,20,110,40.7,140
10132457,female,74,167,71,20,100,40.6,123
10132785,male,35,178,80,11,90,39.8,42
10133224,female,64,165,69,29,108,40.8,199
10133801,female,67,165,65,24,103,40.4,154
10134177,female,63,165,65,26,105,40.6,171
10134201,male,48,186,85,17,88,40.6,72
10134350,male,63,182,86,14,96,40.1,87
10134511,male,42,194,100,13,98,40.1,75
10135130,male,42,186,89,13,89,40.2,55
10135700,female,65,157,54,23,97,40.4,136
10136038,female,66,179,75,30,113,41.1,220
10136790,male,20,194,92,10,92,39.7,37
10137583,male,26,187,82,29,107,40.2,174
10137587,female,44,169,62,22,103,40.5,133
10137820,female,37,160,63,18,101,40.4,103
10137959,female,49,172,71,13,91,39.9,62
10140158,male,68,173,77,12,91,39.8,66
10140238,female,52,157,56,16,93,40.2,83
10140715,female,75,161,60,24,102,40.8,157
10142566,female,33,152,51,27,105,41.1,168
10143089,male,30,184,92,3,74,38.7,4
10143692,male,33,195,94,12,81,40.3,32
10144162,male,23,197,96,4,85,38.7,11
10144717,male,55,183,84,5,80,39,17
10145022,male,42,184,86,14,92,39.9,64
10145188,male,77,166,66,25,109,40.4,210
10146087,female,21,179,73,9,90,39.6,37
10146286,female,33,163,63,27,102,40.6,155
10146798,male,20,197,93,11,97,39.8,49
10148267,male,31,178,80,13,94,39.8,55
10148373,female,46,169,70,18,94,40.3,90
10149996,female,51,166,70,22,92,40.9,108
10150474,female,22,167,59,16,99,40.2,85
10151428,female,32,162,65,16,94,40.1,78
10153174,female,32,167,69,28,103,40.8,161
10153431,male,42,196,95,18,94,40.4,91
10153480,female,33,171,70,10,92,39.8,46
10153634,male,43,176,79,26,115,41.2,207
10153799,male,38,203,107,7,98,39.4,40
10154011,male,60,182,90,11,90,40.2,58
10154968,male,64,184,89,16,102,40.3,116
10155136,male,29,177,81,5,79,39.3,9
10155474,female,49,150,49,25,111,41,180
10155559,male,20,176,80,18,101,40.4,86
10156483,male,31,196,96,11,85,40.1,35
10157076,female,64,176,74,6,97,39.1,34
10157295,female,25,160,54,13,86,40.4,52
10157722,male,52,197,99,3,80,38.6,11
10158414,female,63,161,57,11,89,40.1,55
10159698,male,59,177,82,13,84,39.8,53
10160535,female,21,147,45,23,100,40.6,128
10162019,female,64,151,50,6,87,39.4,29
10162683,female,53,147,49,18,101,40.2,111
10163372,female,31,153,53,10,91,39.8,47
10164017,male,39,197,96,3,78,38.6,8
10165882,male,65,183,82,11,87,39.6,53
10166538,female,45,155,56,27,100,40.9,158
10167467,female,30,165,59,3,79,38.2,10
10168222,female,75,140,48,5,85,39.1,24
10168643,male,26,197,90,24,104,40.7,137
10168990,female,56,164,67,11,86,39.9,48
10169930,female,46,161,54,10,88,40.2,46
10170142,male,55,182,87,12,95,39.8,68
10171710,male,45,187,91,25,109,41,185
10171790,female,30,169,69,6,89,39.4,25
10172522,female,33,172,67,2,84,38.5,8
10173035,female,39,167,63,25,107,40.9,160
10174029,female,64,174,72,28,108,40.9,191
10174276,female,40,171,65,20,101,40.7,115
10174577,female,23,152,51,19,100,40.4,105
10175007,male,28,207,103,10,96,40.1,49
10176870,female,44,174,75,27,105,40.8,165
10177181,female,20,179,74,3,92,38.7,13
10177894,female,53,167,63,2,74,38.1,6
10179670,female,63,157,58,28,100,40.6,172
10180174,female,23,171,63,24,104,40.8,139
10180496,female,36,157,56,12,82,39.7,45
10181065,female,22,178,68,23,100,40.8,121
10182290,male,42,186,84,7,87,39.7,27
10182922,female,24,166,64,2,84,38.4,7
10182990,male,76,203,106,8,95,39.3,57
10186076,male,69,182,87,18,93,40.7,109
10186423,male,60,178,75,6,87,39.4,27
10186484,male,22,203,97,8,90,39.4,28
10187012,male,28,194,95,24,106,40.5,149
10187691,female,62,156,63,13,86,40.4,59
10187923,female,62,166,65,1,73,37.9,3
10188164,female,47,176,77,15,87,39.8,63
10189848,male,20,179,77,23,97,40.6,94
10190166,male,27,182,79,29,103,41.1,156
10190264,male,68,185,87,10,101,39.9,72
10191695,male,21,200,98,29,111,40.7,194
10192977,female,58,192,83,18,101,40.8,105
10194818,female,60,161,64,21,100,40.3,126
10196677,male,32,173,77,16,97,40,75
10196902,male,38,170,75,14,95,40.4,65
10198306,male,62,196,97,29,108,40.6,238
10199130,female,26,135,43,17,102,40.4,100
10199291,female,73,181,76,19,106,40.4,127
10199610,female,32,166,66,14,89,39.9,60
10201123,male,36,193,95,10,97,40,52
10201619,male,23,184,81,15,102,40.3,76
10204513,female,50,173,65,16,98,40.4,89
10204638,male,59,172,80,16,102,40,109
10204765,male,26,173,77,23,103,40.2,121
10205471,male,47,166,71,9,95,39.5,45
10205621,male,26,191,98,11,101,40,60
10206507,male,62,169,68,13,88,40.1,59
10206919,female,26,164,61,12,88,40.2,50
10207164,male,69,180,86,28,112,40.9,249
10207737,male,56,192,97,20,109,40.5,161
10210251,male,49,180,81,21,103,40.4,136
10210587,female,34,178,74,10,99,39.7,53
10210809,male,39,174,76,17,83,40.5,49
10211651,male,76,193,104,16,90,40.4,101
10211730,female,46,154,54,28,104,40.8,177
10211735,female,38,150,50,1,81,37.9,4
10212121,female,23,158,58,26,109,40.5,166
10212268,male,68,188,90,10,85,40.1,49
10212340,female,31,161,57,11,96,40.2,57
10212687,male,39,178,73,24,100,40.6,129
10212725,male,47,182,89,17,100,40,104
10216276,male,57,180,87,19,90,40.2,96
10216387,male,48,181,88,9,96,40,50
10216564,male,34,186,84,8,83,39.7,22
10216639,female,45,161,65,7,80,39.5,25
10217836,male,24,182,85,10,95,40,41
10218276,female,20,155,56,26,109,40.6,165
10218344,female,25,158,55,3,76,38.4,9
10219012,female,44,170,69,24,97,40.7,128
10219385,male,49,181,84,21,101,40.5,131
10221203,female,35,164,61,16,90,40.1,72
10222541,female,57,158,55,9,103,39.9,57
10222741,male,28,173,73,20,104,40.2,109
10223654,female,26,172,64,16,101,40.2,88
10224390,male,69,177,76,15,102,40.3,108
10224780,male,32,197,101,1,84,37.7,3
10225720,female,30,152,57,23,104,40.7,138
10227127,female,39,170,72,6,89,38.9,26
10227445,female,55,170,69,14,104,40.3,88
10227552,male,59,190,93,8,93,39.8,46
10228092,male,40,184,87,5,88,39.5,20
10228565,male,28,172,72,5,81,38.7,10
10229285,female,63,167,67,17,87,40.5,78
10229498,female,62,185,85,16,98,40.3,88
10229762,female,20,155,50,2,82,37.9,7
10230653,male,42,176,76,12,96,40,60
10231717,female,32,176,72,11,90,39.8,48
10232135,female,21,175,74,8,85,39.5,29
10232911,male,79,179,81,15,98,40.1,107
10233013,male,56,185,93,5,81,39,19
10234654,female,62,160,64,25,104,40.8,161
10234951,male,62,178,79,26,104,40.7,187
10235459,male,22,183,84,1,76,37.8,1
10237219,male,37,186,93,27,113,41.2,207
10237669,male,29,186,85,22,98,40.4,107
10239327,female,27,149,50,19,98,40.4,102
10239890,male,26,188,87,8,76,39.5,11
10240334,female,27,166,59,28,108,41,177
10241519,female,21,179,72,7,82,39.4,23
10241763,female,28,169,68,3,81,38.5,10
10241958,female,35,173,73,26,101,40.8,144
10242244,male,60,181,87,28,106,41,212
10242269,female,20,171,71,25,108,40.8,151
10243918,female,35,172,65,6,92,39.3,28
10244000,male,25,158,58,11,79,39.7,13
10244375,male,22,192,91,26,113,40.7,179
10247441,male,24,176,76,10,82,39.8,20
10248646,male,78,175,79,15,105,40.1,122
10248759,female,28,157,49,7,89,39.2,31
10248976,male,38,177,84,28,106,40.9,181
10250025,female,54,163,58,16,98,40.5,92
10250208,male,21,194,86,15,92,40.2,54
10250475,female,30,176,69,18,100,40.3,97
10250780,female,38,172,65,11,93,39.6,53
10250910,male,53,199,95,13,93,40.1,71
10251049,male,21,169,69,21,107,40.9,115
10251536,male,49,185,85,18,99,40.2,107
10252034,male,44,195,97,12,91,40.2,57
10252570,male,20,168,68,16,88,40.3,41
10252634,male,32,183,86,8,84,39.7,23
10253739,female,20,177,66,8,83,39.7,28
10254229,male,41,178,81,3,81,38.4,8
10254513,female,23,160,58,26,101,40.7,144
10255842,female,70,167,64,22,97,40.4,129
10256991,male,26,189,90,10,87,39.6,31
10257114,female,79,165,65,29,106,40.8,202
10258184,female,55,153,56,9,90,39.7,45
10258535,male,59,173,79,27,107,40.4,203
10259305,male,38,192,90,25,101,41,146
10259605,female,20,147,47,5,91,39.1,23
10259917,male,27,169,68,4,90,38.9,13
10260043,male,45,166,74,7,91,39.4,30
10260258,male,28,171,77,25,110,40.9,161
10261696,male,47,184,87,16,96,40.3,87
10261796,female,63,138,46,25,117,40.5,203
10263320,male,63,188,97,23,99,40.7,159
10263358,female,41,174,72,29,115,40.9,207
10263534,female,63,163,60,19,98,40.2,112
10263593,female,25,161,63,2,84,38.3,7
10264524,female,34,168,69,23,94,40.9,111
10264634,male,67,160,66,9,92,40.1,48
10265215,female,28,168,66,28,109,40.7,178
10265844,female,53,179,76,30,114,40.7,216
10266703,female,38,163,64,25,107,40.6,159
10266885,male,47,193,99,20,99,40.6,123
10268173,female,38,145,49,17,91,40.1,82
10268593,male,23,165,69,14,101,40.5,65
10268820,female,38,153,52,19,100,40.4,110
10268834,female,38,159,59,2,81,38.1,7
10270228,female,36,179,76,1,83,37.3,4
10271107,male,33,176,80,28,107,40.8,176
10271560,male,28,197,98,7,85,39.6,22
10272605,female,75,164,64,9,89,39.7,46
10272678,male,41,185,88,19,97,40.1,101
10274402,female,43,160,54,6,87,39.3,27
10274403,male,76,193,101,14,99,40.2,106
10275249,female,50,187,76,11,91,40.1,52
10277001,male,37,178,80,4,89,38.5,15
10277151,female,76,173,68,11,101,39.9,70
10277943,female,21,166,62,26,113,40.7,175
10278209,female,28,160,61,21,99,40.3,113
10279731,male,35,195,100,30,103,41,186
10279799,male,49,172,75,14,100,40,82
10280257,female,29,167,66,25,104,40.4,146
10280733,female,60,162,59,24,112,40.6,176
10280911,female,37,159,58,8,90,39.2,37
10282425,male,46,199,96,6,95,39.4,33
10283089,female,70,164,63,12,94,40.4,67
10284121,female,53,159,64,11,95,39.9,59
10285556,male,30,182,84,8,85,39.7,23
10285749,male,51,206,112,25,103,40.5,181
10286803,male,61,199,114,2,83,38.2,9
10288116,male,26,179,77,15,98,39.8,68
10288746,female,60,156,56,18,94,40.8,98
10290416,male,23,188,87,22,105,40.8,124
10290474,male,32,189,94,7,83,39.2,20
10292822,male,69,183,92,8,90,39.6,46
10293839,male,20,171,77,3,86,38.6,7
10295055,female,36,171,64,9,90,39.8,41
10295471,male,61,206,103,12,94,39.6,74
10295845,male,45,198,100,16,97,39.9,93
10295862,female,57,173,71,19,97,40.8,105
10295966,male,62,191,94,17,96,39.9,108
10298359,female,55,149,52,14,92,40.1,73
10298934,female,41,174,67,7,82,39.1,26
10299836,female,60,173,71,14,93,40.1,72
10300011,female,30,165,61,4,90,38.8,18
10300085,male,25,193,99,4,91,38.9,16
10301101,female,24,176,70,21,97,40.3,104
10301184,male,22,184,82,21,100,40.7,100
10302133,male,58,165,66,22,98,40.9,128
10302267,female,26,162,55,21,103,40.6,123
10302829,female,71,153,53,22,101,40.7,142
10304544,female,63,175,72,9,86,39.2,40
10305249,male,25,191,88,26,102,40.7,138
10307545,female,39,174,69,23,93,41.1,111
10309034,female,72,163,68,9,89,39.8,45
10309291,female,51,160,58,11,87,39.7,50
10310404,female,23,169,68,25,114,40.9,170
10311591,female,77,176,76,9,85,39.3,41
10313125,female,23,160,55,28,113,41,192
10313893,female,67,155,56,6,82,38.7,26
10315338,male,42,177,87,29,114,41.1,230
10315558,male,31,186,85,28,106,40.8,172
10315717,female,67,155,56,4,74,39,14
10315802,female,38,177,74,25,108,40.9,158
10316019,female,37,177,69,14,97,39.9,73
10316230,male,72,195,103,6,93,39.6,39
10316321,female,27,156,55,18,94,40.4,88
10317863,female,58,164,63,19,97,40.3,107
10318274,female,66,156,61,5,81,38.9,21
10319374,male,24,194,94,17,106,40.3,102
10319457,male,25,193,88,19,96,40.7,84
10320110,male,59,168,80,6,89,39.2,29
10320322,female,25,174,74,9,85,39.6,33
10322549,female,58,161,65,27,106,40.6,178
10323031,male,35,172,78,12,89,39.9,43
10323122,female,42,158,60,24,99,40.7,135
10323475,male,44,177,77,13,95,40.2,64
10324121,female,52,148,55,22,105,40.5,143
10324436,male,46,197,99,5,85,38.6,20
10324890,male,69,171,80,21,103,40.3,156
10324929,male,68,196,105,24,96,40.9,164
10326111,male,35,172,75,22,98,40.9,108
10326650,male,43,184,89,4,91,38.7,18
10327320,male,61,194,92,24,99,40.5,160
10327365,male,79,179,85,8,89,39.6,47
10327988,male,38,195,95,9,99,39.8,51
10328460,female,40,159,65,8,78,39.6,26
10328467,male,30,194,101,8,83,39.4,24
10328565,male,54,181,85,9,85,39.7,37
10329719,male,34,185,94,14,90,40.3,57
10330130,female,44,157,61,6,85,39.2,25
10330293,male,66,178,82,21,98,40.5,138
10330872,female,61,179,76,21,99,40.3,121
10331021,male,21,205,103,7,88,39.6,23
10331369,male,44,210,106,19,90,40.2,91
10332883,female,59,153,55,2,85,38,9
10333845,male,70,172,77,6,86,39.5,29
10334352,male,35,179,83,16,93,40.3,69
10334813,male,41,176,70,17,100,40.5,92
10334826,male,35,170,76,11,95,39.8,49
10335063,male,64,188,95,17,95,40.3,107
10335270,male,51,185,95,18,102,40.3,121
10336316,female,23,172,62,23,103,40.8,131
10336550,male,50,193,92,13,93,39.7,68
10338403,male,40,189,92,26,116,40.9,214
10338906,female,58,158,57,12,89,40,59
10339282,male,26,179,71,16,97,40.3,68
10340956,female,33,158,59,20,96,40.5,103
10341295,male,35,181,82,11,85,39.8,34
10341991,male,46,181,82,24,104,41,156
10343017,male,51,171,79,27,107,40.9,193
10344005,female,27,171,63,17,93,40.2,80
10344110,male,62,172,81,14,88,40.5,68
10344316,male,45,196,102,27,110,41,210
10345279,female,56,162,56,19,97,40.5,109
10346831,male,40,185,90,17,94,40.5,83
10347816,female,47,164,68,10,90,39.8,46
10348443,male,73,213,121,27,112,40.9,266
10348595,female,36,184,73,23,107,40.8,142
10349054,male,53,193,90,9,90,39.6,44
10350432,male,26,194,101,17,83,40.5,47
10350524,female,56,163,65,21,108,40.8,142
10351280,male,36,187,89,16,90,40.4,65
10351855,male,28,186,95,18,98,40,90
10351962,male,63,191,93,18,93,40.3,106
10352361,male,64,178,82,25,111,40.8,211
10352816,female,32,173,68,4,84,39.2,15
10353488,female,37,165,61,12,98,40.1,65
10354557,male,44,175,78,15,100,40.5,86
10354587,female,40,171,72,13,100,40,72
10354823,female,20,160,59,29,112,40.5,193
10356022,female,63,155,57,27,116,40.8,212
10356517,female,62,202,97,15,98,40.3,80
10357687,male,46,178,79,28,102,40.7,172
10357903,female,21,163,62,29,116,40.7,204
10359693,female,22,160,60,19,105,40.4,112
10361640,male,32,193,96,21,111,40.8,151
10363700,male,66,188,98,26,114,40.7,242
10364778,male,76,179,79,19,105,40.5,153
10365097,female,34,162,62,5,87,39.4,21
10365426,female,23,172,65,26,108,40.6,161
10366046,male,59,166,73,23,101,40.4,149
10366733,male,50,170,77,17,101,40.4,104
10367140,male,37,187,87,29,113,40.8,218
10369238,male,53,196,102,2,89,38.2,10
10369905,male,20,189,88,18,103,40.4,94
10370270,female,32,171,70,23,104,40.7,134
10370812,male,45,191,99,14,96,40,79
10371202,female,52,156,54,28,114,40.7,210
10371729,male,47,167,69,9,101,39.8,52
10372349,male,58,193,95,20,99,40.3,132
10372852,female,61,172,68,16,92,40.2,82
10374133,female,32,154,56,6,81,39.3,21
10374360,male,73,199,97,22,107,40.9,189
10377282,male,51,190,94,21,105,40.4,150
10378550,male,61,169,72,29,110,41,230
10379147,female,73,177,78,28,117,40.6,220
10380854,female,59,174,71,16,99,40.6,92
10380992,male,22,197,94,25,108,40.6,155
10381933,male,52,180,77,20,108,40.2,146
10382399,female,30,157,60,3,87,38.7,12
10383107,male,64,199,104,6,88,39.6,33
10383301,male,26,171,71,16,90,40.6,51
10383335,male,44,171,75,13,94,39.9,62
10384105,female,25,160,60,19,100,40.1,103
10384770,female,37,194,81,7,81,39.4,23
10385019,male,22,190,94,15,91,40.2,55
10386905,male,26,187,85,25,107,40.5,151
10387101,female,43,166,69,15,96,40,78
10387410,male,31,187,88,18,95,40.2,82
10387414,female,60,159,58,22,107,40.5,150
10387714,female,32,163,66,19,101,40.7,106
10387801,male,63,196,101,9,95,39.5,57
10388146,female,30,152,60,11,98,39.7,58
10388266,female,65,150,54,11,87,40,53
10389715,male,25,189,88,4,90,39.1,14
10391137,male,27,190,85,5,86,39.3,15
10391526,female,58,164,59,27,99,40.8,160
10392877,female,24,173,71,30,110,40.8,190
10394686,male,33,182,88,23,100,40.6,124
10394832,female,28,164,61,14,107,39.9,87
10396760,male,25,185,85,18,102,40.3,95
10399233,female,24,161,55,6,84,39.2,23
10399838,male,31,183,83,15,91,40,58
10400272,female,50,167,62,9,85,39.6,38
10400394,female,35,147,47,15,90,40.3,71
10403248,male,33,191,97,14,94,40.1,66
10404148,female,67,172,72,8,89,39.3,39
10405142,male,29,178,79,1,82,37.4,2
10406685,male,64,186,89,24,110,40.9,202
10406833,male,30,183,87,20,91,40.4,78
10407006,female,35,157,61,11,84,39.8,43
10407316,female,26,144,52,11,96,39.8,56
10408742,male,62,177,82,29,107,40.9,224
10409323,male,70,189,94,23,107,40.5,193
10410146,female,20,162,59,18,95,40.6,87
10410232,female,39,152,50,15,91,40.1,73
10410621,male,20,193,94,17,99,40.1,81
10411003,male,46,169,69,23,106,40.5,150
10411336,female,24,145,48,18,91,40.5,83
10411621,male,73,176,81,22,102,40.8,165
10413805,male,25,184,82,10,88,39.9,31
10413865,female,23,163,62,20,103,40.3,114
10414602,male,44,175,80,28,102,40.8,170
10414683,female,56,157,61,24,106,40.6,159
10416209,female,35,170,70,22,104,40.7,130
10416988,female,60,166,67,8,80,39.5,31
10417026,male,74,176,79,9,101,39.4,66
10418077,female,69,147,51,20,96,40.1,118
10418794,male,40,179,86,10,97,39.9,52
10420513,male,21,191,95,25,110,40.8,162
10420609,male,25,197,99,12,92,39.8,49
10420638,male,61,188,86,25,107,40.4,194
10421422,female,52,161,64,16,86,40.3,70
10422376,female,35,148,50,28,103,40.7,170
10422958,male,58,183,89,27,108,40.8,212
10423820,male,56,189,100,5,84,39.2,22
10424043,male,79,196,103,6,92,39.3,40
10424923,male,40,185,87,25,102,40.7,150
10425714,male,37,179,79,23,101,40.6,128
10426349,female,29,147,48,17,98,40.6,93
10426862,female,24,169,59,21,109,40.6,134
10426947,female,32,157,52,20,100,40.3,113
10427860,female,41,161,56,11,98,39.8,61
10428208,female,48,175,70,14,99,40.1,78
10429031,female,63,172,69,24,101,40.7,146
10429108,female,66,173,75,25,98,40.5,143
10429524,female,32,153,55,8,89,39.5,36
10429528,male,55,183,83,24,106,40.7,174
10429599,female,53,167,64,8,89,39.9,38
10430500,female,50,159,59,4,86,38.8,18
10430716,male,73,182,83,2,85,38.4,10
10431534,male,78,182,87,1,79,37.5,4
10431709,male,37,197,100,5,87,39.1,19
10433921,male,52,189,93,24,111,40.7,194
10434174,female,58,181,78,5,87,39.2,22
10437871,female,27,146,51,24,107,40.8,152
10437907,female,58,159,61,25,111,41.1,179
10438302,female,57,171,74,11,78,39.6,38
10438322,male,79,173,76,27,110,40.8,239
